name_type,table_name,target_count
nearest_title,下表載列本集團於截至二零二五年及二零二四年十二月三十一日止年度按可呈報分部劃分的營業額詳情:,1
nearest_title,下表載列本集團於截至二零二五年及二零二四年十二月三十一日止年度按業務分部劃分的收入明細:,1
nearest_title,下表載列本集團於截至二零二五年及二零二四年十二月三十一日止年度的收益明細:,1
nearest_title,下表載列本集團於所示年度按發行模式劃分的收益實際金額及佔總收益百分比的明細:,1
nearest_title,下表載列本集團於所示年度的收入(按服務類型劃分)詳情:,1
nearest_title,"下表載列本集團於所示期間的分部收入(以絕對金額及佔其收入的百分比列示)。於報告期內,本集團的總收入減少28.7%至人民幣763.4百萬元(截至2024年12月31日止年度:人民幣1,071.2百萬元)。該減少主要由於受國內電信業監管政策調整的影響,導致我們PaaS服務及部分SaaS服務的國內收入出現下降。",1
nearest_title,下表載列本集團於本年度按產品分類的持續經營業務收益明細:,1
nearest_title,下表載列本集團於相關財政年度分別自該等分部取得的收益及佔總收益的百分比:,1
nearest_title,下表載列每個分部在各所示財政期間產生的本集團收益明細及各分部的收益貢獻佔本集團收益總額的百分比:,1
nearest_title,主營業務(分產品):,1
nearest_title,主營業務分產品情況,1
nearest_title,主營業務運輸品種情況,1
nearest_title,"主要營運決策者定期審閱本集團表現及其內部報告,以評估表現及分配資源。主要營運決策者根據分部業績之計量評估營運分部表現。該計量基準包括未扣除其他收入、其他虧損/收益-淨額及融資成本-淨額之營運分部盈虧,惟不包括企業及未分配開支。向主要營運決策者提供之其他資料按與綜合財務報表所載方式一致者計量。",1
nearest_title,"二零二五年,大宗商品行業進入深度調整期,外部環境複雜多變,市場需求與定價體系持續重構,行業經營壓力顯著加大。鋼鐵行業供強需弱格局延續,粗鋼產量與消費量同比下降,需求結構由建築用鋼轉向製造用鋼,尤其是在汽車、船舶、新能源及新基礎設施等領域。焦煤市場全年經歷劇烈波動,價格中樞大幅下移。鋼廠掌握定價主導權,上游資源端盈利空間收窄,中間貿易環節遭受雙向擠壓,利潤空間極度稀薄。同時,下游企業普遍執行低庫存、快周轉策略,進一步加劇貿易流通環節經營風險,對企業風控能力、運營效率提出更高要求。在上述複雜嚴峻的市場環境下,本集團錄得綜合收益25,241百萬港元,較二零二四年的39,166百萬港元減少35.55%。該減少主要由於焦煤價格同比下跌及煤炭貿易量相應減少,導致煤炭貿易收益較去年同期減少42.50%。",1
nearest_title,"五 合併財務報表主要項目附註(續)
45 分部報告(續)",1
nearest_title,以「Yixin Automotive Technology Group Limited」的名義於香港經營業務),1
nearest_title,以下為對本集團自產品產生的收入的分析:,1
nearest_title,"以下為截至2024年12月31日止年度按呈報分部劃分本集團持續經營業務的收益及業績分析。由於本集團截至2023年12月31日止年度僅經營一個呈報分部,故並無按呈報分部分析期內本集團持續經營業務的收益及業績。",1
nearest_title,以下為按分部劃分的本集團收入分析:,1
nearest_title,以下為按可呈報分部劃分之本集團收益及業績分析:,1
nearest_title,以下為按可呈報分部劃分的本集團收益及業績的明細:,1
nearest_title,以下為按可呈報分部的本集團收益及業績之分析。,1
nearest_title,以下為按可呈報分部載列的本集團營業額及業績分析。,1
nearest_title,以下為按可呈報及營運分部劃分的本集團收入、業績、資產及負債分析:,1
nearest_title,以下為按可呈報及經營分部劃分之本集團收益及業績分析:,1
nearest_title,以下為按可呈報及經營分部劃分之本集團收益及業績分析。,1
nearest_title,以下為按可報告分部呈列之本集團收益及業績分析:,1
nearest_title,以下為按可報告分類劃分的本集團收入及業績之分析:,1
nearest_title,以下為按可申報分部分析之本集團收入及業績。,1
nearest_title,以下為按呈報分部呈列的本集團的收入及業績分析:,1
nearest_title,以下為按呈報及業務分類之本集團收益及業績分析。,1
nearest_title,以下為按營運及可呈報分部劃分之本集團收益及業績分析:,1
nearest_title,以下為按申報分部劃分之營業額及業績之分析:,1
nearest_title,以下為按經營及可予呈報分部劃分的本集團的收益及業績分析:,1
nearest_title,以下為按須予報告分部劃分之本集團營業收入及業績分析:,1
nearest_title,以下為有關本集團提供予本集團高級管理層以作為本年度之資源分配及評估分類表現之分類呈報資料。,1
nearest_title,以下為本集團主要服務收益的分析:,1
nearest_title,以下為本集團主要產品產生之收益分析。,1
nearest_title,以下為本集團來自其主要產品及服務之收益分析:,1
nearest_title,以下為本集團來自客户合約的收益及分部業績分析:,1
nearest_title,以下為本集團可呈報分部業績、資產及負債分析:,1
nearest_title,以下為本集團呈報分部之收益、業績、資產及負債分析:,1
nearest_title,以下為本集團按匯報及經營分部劃分的來自經營業務的收入及業績分析。,1
nearest_title,以下為本集團按可呈報分部劃分之收入及業績之分析。,1
nearest_title,以下為本集團按可呈報及經營分部劃分之收益及業績分析:,1
nearest_title,以下為本集團按可呈報及經營分部劃分之收益及業績分析。,1
nearest_title,以下為本集團按可呈報及經營分部劃分來自經營業務之收益及財務表現分析:,1
nearest_title,以下為本集團按可報告分部劃分之收益及業績分析:,1
nearest_title,以下為本集團按可報告分部的收入及業績之分析:,1
nearest_title,以下為本集團按可報告及營運分部劃分之收入及業績分析:,1
nearest_title,以下為本集團按可報告及經營分部劃分的收益及業績分析。,1
nearest_title,以下為本集團按呈報及經營分類劃分之收入及業績分析:,1
nearest_title,以下為本集團按經營及可呈報分部劃分之業績分析。,1
nearest_title,以下為本集團按經營及可呈報分類劃分之收益及業績分析:,1
nearest_title,以下為本集團按經營及可報告分部劃分的收入及業績的分析:,1
nearest_title,以下為本集團按經營及報告分部劃分之營業額及業績分析。,1
nearest_title,以下為本集團收益及業績按持續經營業務之可呈報分部劃分之分析:,1
nearest_title,以下為本集團於特定時點確認之營業收入分析:,1
nearest_title,以下為本集團根據可呈報及經營分部劃分的收益及業績分析:,1
nearest_title,以下為本集團的主要產品收入分析:,1
nearest_title,"以下載列按收益確認時間劃分之客户合約收益分析,連同截至二零二四年及二零二三年十二月三十一日止六個月向本集團執行董事所提供(以作資源分配及分部表現評估)與本集團可報告分部相關之資料。",1
nearest_title,以下載列收入的分析:,1
nearest_title,以下載列本集團從不同可呈報分部產生的客户合約收入按確認時間及地區市場劃分的分類:,1
nearest_title,來自合約客户之收入,1
nearest_title,來自合約客户的收益按主要產品和服務類別分類如下:,1
nearest_title,來自外部客户的收益,1
nearest_title,來自客户之合約收入的分列,1
nearest_title,來自客户合約之收入分列,1
nearest_title,來自客户合約之收入明細,1
nearest_title,來自客户合約收益之細分,1
nearest_title,來自客户合約的收入及其他來源收入分析如下:,1
nearest_title,來自客户合約的收益分拆如下:,1
nearest_title,來自客户合約的收益劃分,1
nearest_title,來自客户合約的收益劃分如下:,1
nearest_title,來自客户合約的收益按主要產品或服務項目分類如下:,1
nearest_title,來自客户合約的銷售收入,1
nearest_title,來自持續經營業務的收益分析如下:,1
nearest_title,來自本年度客户合約之營業額如下:,1
nearest_title,來自本集團主要產品之分類營業額如下:,1
nearest_title,來自本集團各經營分類之收入及收益及分類資產概括如下:,1
nearest_title,來自本集團客户合約的收入明細:,1
nearest_title,來自與客户訂立之合約的收入按主要產品之分拆如下:,1
nearest_title,"兩個年度內,分部間並無任何收入及轉讓。",1
nearest_title,其他分部資料:,1
nearest_title,其他業務(續),1
nearest_title,分拆來自客户合約的收益,1
nearest_title,分服務及產品收入分類如下:,1
nearest_title,分部,1
nearest_title,分部(虧損)收益,1
nearest_title,分部信息,1
nearest_title,"分部利潤或虧損指分攤所得稅費用及所佔聯營企業的業績前各分部所賺得的利潤。分部資產及負債分配予各分部,惟遞延稅項資產或負債除外。",1
nearest_title,分部報告如下:,1
nearest_title,分部損益不包括其他收入、匯兌收益淨額、銷售及分銷成本、一般及行政開支以及融資成本。分部資產不包括租賃辦公室、於一間聯營公司的投資、銀行及現金結餘及其他未分配資產。分部負債不包括租賃負債、借款、即期稅項負債、遞延稅項負債及其他未分配負債。,1
nearest_title,分部損益並不包括若干其他收入、若干其他收益及虧損及未分配企業開支。,1
nearest_title,分部收入、業績及其他資料,1
nearest_title,分部收入及業績(續),1
nearest_title,分部收入及業績與年度溢利的對賬如下:,1
nearest_title,分部收益及業績(續),1
nearest_title,分部業績、資產及負債,1
nearest_title,"分部業績即各分部所賺取的溢利,惟並無分配未分配開支(包括行政開支以及銷售及分銷成本)、其他收入、其他收益及虧損、融資成本及所得稅開支。該計量方式會呈報主要營運決策者以作資源分配及表現評估。",1
nearest_title,分部業績如下:,1
nearest_title,分部業績資料如下:,1
nearest_title,分部簡明收益表,1
nearest_title,"分部表現根據呈報分部利潤/虧損而評估,基於本集團的稅前利潤/虧損進行計量。分部間銷售及轉讓乃參考對第三方銷售的售價,按與現行市價相若的合同價格進行。",1
nearest_title,"分部負債不包括應付稅項以及其他未分配總公司及企業負債,原因為該等負債均以集團為基礎進行管理。",1
nearest_title,"分部負債不包括總公司及其他未分配負債,此乃由於此等負債以集團為基礎管理。",1
nearest_title,分部財務資料,1
nearest_title,"分部資產包括分部使用之所有有形資產、無形資產及流動資產。分部負債包括分部直接管理之所有流動負債及非流動負債。收入及開支參照須予呈報分部所產生之銷售額及所產生之開支,或該等分部應佔資產之折舊或攤銷,分配至該等分部。分部間銷售參照就類似訂單向外界人士收取之價格定價。有關分部資料如下:",1
nearest_title,分部資產和分部負債的計量與合併財務狀況表一致。該等資產與負債按各分部的經營進行分配。,1
nearest_title,分部間收入及轉讓是參照按當時主要市價銷售給第三方所使用的售價進行的。,1
nearest_title,分部間的銷售和轉讓以相關各方共同商定的價格進行。,1
nearest_title,分部間銷售及轉讓乃參考按照當時市場價格銷售予第三方的售價處理。,1
nearest_title,分部間銷售及轉讓乃參考當時向第三方按市價作出銷售的售價進行。,1
nearest_title,分部間銷售及轉讓乃按當時通行市價參考出售予第三方時所訂售價進行交易。,1
nearest_title,分類,1
nearest_title,分類業績指各分類的除所得稅前(虧損)/溢利(未經分配其他收入、未分攤公司費用、未分攤其他虧損淨額、業務合併所產生收益、攤薄以權益法入賬之投資的收益、分佔以權益法入賬的投資業績、按公允值列賬及計入損益之其他金融資產的公允值收益/(虧損)、按公允值列賬及計入損益的應收以權益法入賬的投資貸款及按公允值列賬及計入損益的以權益法入賬的投資欠款的公允值虧損、可換股債券的公允值(虧損)/收益及未分攤融資成本)。,1
nearest_title,及委任副總裁,1
nearest_title,可報告分部損益、資產及負債之資料:,1
nearest_title,可報告分類資料,1
nearest_title,各個重大收入類別的金額如下:,1
nearest_title,"各分部間之銷售及轉讓乃經參考向第三方作出銷售時之售價,按當時現行之市價進行交易。",1
nearest_title,"各可呈報分部的相關資料載列如下。稅前分部利潤用於計量業績,原因是管理層認為此信息與評估各分部業績最為相關。",1
nearest_title,各業務分部收入的數據如下:,1
nearest_title,各重要類別的收益分列如下:,1
nearest_title,各重要類別的收益劃分及收益確認時間如下:,1
nearest_title,各類業務之收入及經營收益總額包括下列各項:,1
nearest_title,各類產品及服務銷售情況如下:,1
nearest_title,合併損益表,1
nearest_title,合併收入表,1
nearest_title,合併經營表,1
nearest_title,向執行董事提供有關可呈報分部的分部資料如下:,1
nearest_title,向執行董事提供有關報告分部的分部資料如下:,1
nearest_title,向集團營運決策者呈報關於集團須列報的業務分類資料載列如下:,1
nearest_title,商品及服務類型,1
nearest_title,商品或服務的種類,1
nearest_title,"在內部運營方面,公司擁有多元化的產品體系和覆蓋各業務部門的全棧技術基礎架構,為人工智慧技術在企業運營中的深度融合提供了廣闊的平台,有效促進了業務流程的智能化,增強企業的產出效能和長遠核心競爭力。受益於此,二零二五年的銷售、行政及研發開支較去年同期合共減少13.2%,集團運營架構持續輕量化,進一步發揮運營槓桿優勢,推動核心EBITDA同比上升52.7%至人民幣352.8百萬元。",1
nearest_title,"在我們的大多數零售市場中,在某些情況下會免除年費,調整收入確認以反映客户支付年費的意願。本集團遞延其信用卡獎賞計劃積分的公允價值,並於客户換領積分時確認收入及與兌現積分相關的成本。",1
nearest_title,執行董事審閱本集團的內部報告以評估本集團的表現及分配資源。執行董事乃根據該等內部報告釐定以下經營分部。,1
nearest_title,"執行董事根據經營分部的相關(虧損)/溢利評估其表現,而相關(虧損)/溢利則透過除所得稅前(虧損)/溢利計量,惟不包括集中管理的財務收入、財務成本及其他公司項目。",1
nearest_title,"報告期內,本集團營業額約為人民幣16,509,708,000元,比去年的約人民幣18,121,861,000元下降 \(8.9\%\) ,各業態的營業額及銷售成本情況如下:",1
nearest_title,報告期內各分部業務收入如下:,1
nearest_title,報告期內確認之各重大類別之收益金額如下:,1
nearest_title,"大宗商品價格出現 833.8 百萬美元的有利變動,主要得益於以下金屬價格的上漲:銅(712.8 百萬美元)、銀(152.9 百萬美元)、金(116.1 百萬美元)、鋅(31.1 百萬美元)、鈷(4.9 百萬美元),及鉬(1.4 百萬美元)。該增長部分被二零二五年銅商品套期保值淨虧損 171.6 百萬美元所抵銷(二零二四年錄得套期保值收益 13.6 百萬美元)。價格變動包括對未結算銷售合約的市值調整。",1
nearest_title,天鴿互動控股有限公司,1
nearest_title,"如下所示的分部業績代表未計未分配財務收入、未分配財務成本以及未分配的其他開支、其他收入及其他虧損的經營溢利/虧損。本期間向主要營運決策者提供的分部資料,連同截至2025年12月31日止六個月之未經審核比較數字如下:",1
nearest_title,媒體業務,1
nearest_title,客户合同收入分析如下:,1
nearest_title,客户合同收入分類,1
nearest_title,客户合同收益按主要產品或服務線之分拆如下:,1
nearest_title,客户合約之收益細分,1
nearest_title,客户合約收入分類,1
nearest_title,客户合約收入按主要服務線劃分如下:,1
nearest_title,客户合約收入按收入確認時間及主要活動分類如下:,1
nearest_title,客户合約收入的分類,1
nearest_title,客户合約收入的劃分:,1
nearest_title,客户合約收益分拆:,1
nearest_title,客户合約收益指以下年度已完工的合約工程及石材的銷售額:,1
nearest_title,客户合約收益按主要產品或服務項目劃分的收益明細情況如下:,1
nearest_title,客户合約收益明細如下:,1
nearest_title,客户合約收益的分類收益資料,1
nearest_title,客户合約收益細分,1
nearest_title,對外交易收入,1
nearest_title,對營業額的分析如下:,1
nearest_title,就可呈報分部向主要經營決策者提供的截至二零二五年及二零二四年十二月三十一日止年度的分部資料如下:,1
nearest_title,就截至2024年及2023年12月31日止六個月可呈報分部向本公司主要營運決策者提供的分部資料如下:,1
nearest_title,"就截至二零二五年及二零二四年十二月三十一日止年度之資源分配及分部績效評估而言,向本集團最高執行管理人員提供之有關本集團可報告分部資料載列如下:",1
nearest_title,就於年內分配資源及評估分部表現向本集團最高層行政管理人員提供有關本集團可呈報分部的資料載列如下。,1
nearest_title,"就電影娛樂、新媒體開發及特許權業務而言,本集團給予其客户之信貸期一般由現金交收至30日不等。本集團致力對其未收回應收款項維持嚴格監控。資深管理層負責定期檢討逾期結餘。所有應收賬款預期於一年內收回。",1
nearest_title,就須予呈報分部向主要經營決策者提供之分部資料如下:,1
nearest_title,"展望二零二六年全球經濟貿易預期穩定增長,集裝箱運力交付相對較低,但紅海危機和區域競爭依然存在不確定性。公司將聚焦亞洲區,通過精細化管理挖掘市場、效率和成本潛力,堅持為優質客户提供量身定制的差異化服務,幫助各利益相關方實現更高的價值,從而成長為世界級綜合物流服務解決方案供應商。",1
nearest_title,"展望未來,我們將以堅守穿越週期,以破局開拓新局,以突圍決勝未來,打造基業長青的設備綜合運營服務生態,持續為股東與社會創造長遠價值。在此,向每一位關心支持宏信建發的股東、客户、合作夥伴與全體同仁,致以最誠摯的謝意!讓我們凝心聚力,共赴宏信建發新征程,共繪行業高質量發展新藍圖!",1
nearest_title,已確認的收益款項如下:,1
nearest_title,"年內,按主要產品或服務線劃分的來自客户合同的收入分拆如下:",1
nearest_title,"年內,本集團收益分析如下:",1
nearest_title,"年內,本集團的銷售主要來自銷售紗線、坯布、無紡布與面料。紗線繼續為本集團的主要產品。由於紗線銷售量的增加,二零二五年紗線銷售額較二零二四年上升約1.1%。下列為本集團各種產品的銷售分析。",1
nearest_title,年內個別佔本集團持續經營業務總收益 \(10\%\) 以上的客户收益如下:,1
nearest_title,年內向執行董事提供的可呈報分部之分部資料如下:,1
nearest_title,年內已確認之收入如下:,1
nearest_title,年內按服務線劃分的客户合約收入如下:,1
nearest_title,年內本集團之收入及業績按營運分部分析如下:,1
nearest_title,年內本集團按產品劃分的收益分析如下:,1
nearest_title,年內本集團收益之分析如下:,1
nearest_title,年內本集團經營業務之客户合約收益分析如下:,1
nearest_title,年內的收益以及其他收入及收益確認如下:,1
nearest_title,年內確認之收入如下:,1
nearest_title,年內確認的收入如下:,1
nearest_title,年內確認的收益及其他收入如下:,1
nearest_title,年內確認的收益如下:,1
nearest_title,從與客户的合約中分解的收益如下:,1
nearest_title,"我們在中國銷售美麗與健康領域多個產品類別的產品,即(i)專業皮膚護理產品及(ii)保健食品及其他。下表載列本集團於所示年度按產品類別劃分(醫用敷料歸類為醫療器械)的收入明細:",1
nearest_title,"我們從銷售FastData企業級數據智能解決方案及FastAGI企業級人工智能解決方案獲得收入。下表載列於所示期間我們按業務分部劃分的收入明細,以金額及佔我們總收入的百分比列示:",1
nearest_title,我們於三個核心品牌(新秀麗、TUMI及American Tourister)及其他非核心品牌下銷售產品。下表載列截至2025年12月31日及2024年12月31日止年度按品牌劃分的銷售淨額明細:,1
nearest_title,"我們於截至2024年12月31日止年度錄得總收入人民幣640.1百萬元,而截至2023年12月31日止年度為人民幣218.8百萬元。本集團主要自以下各項產生收入:(i)藥品銷售及特許權使用費收入;(ii)許可費收入;(iii)提供用於研發項目的貨品及消耗品收入;及(iv)服務收入。下表載列於所呈列年度來自客户合約的收入的組成部分:",1
nearest_title,"我們於截至2025年12月31日止年度錄得總收入人民幣566.2百萬元,而截至2024年12月31日止年度為人民幣640.1百萬元。本集團主要自以下各項產生收入:(i)藥品銷售及特許權使用費收入;(ii)許可費收入;(iii)提供用於研發項目的貨品及消耗品收入;及(iv)服務收入。下表載列於所呈列年度來自客户合約的收入的組成部分:",1
nearest_title,"我們的收入主要來自(i)遊戲,我們主要自第三方及自有分發平台銷售網絡遊戲的遊戲內虛擬物品及銷售付費遊戲產生遊戲運營收入;及(ii)TapTap平台,我們主要通過TapTap提供在線推廣服務產生收入。下表載列我們截至2024年及2023年12月31日止年度按業務線劃分的收入。",1
nearest_title,"我們的收入由2024年的人民幣472.9百萬元增加18.8%至2025年的人民幣561.7百萬元,其中來自智能汽車及邊緣AI推理的新興業務收入佔比從2024年的5.3%上升至2025年的16.4%。下表載列我們於所示年度按產品及服務類型劃分的收入明細。",1
nearest_title,"我們的收益主要來自通過兩種業務模式向我們的品牌合作夥伴提供綜合性數字解決方案,即(i)D2B模式,在該模式下,我們為品牌提供數據驅動的數字解決方案,涵蓋電子商務的各個方面;及(ii)D2C模式,在該模式下,我們直接向消費者銷售品牌產品。下表載列於所示期間按業務模式劃分的收益明細。",1
nearest_title,"我們的收益指醫療及牙科服務的價值,其包括全科醫療服務、專科醫療服務及牙科服務之收益。下表載列我們按服務類型劃分之收益明細:",1
nearest_title,我們的絕大部分收入來自(i)餐廳經營;(ii)外賣業務;(iii)調味品及食材銷售;及(iv)加盟業務。下表載列收入於所示期間的組成部分:,1
nearest_title,"我們的總收入由截至2024年12月31日止年度的人民幣941.4百萬元增加至2025年同期的人民幣1,006.9百萬元,同比增加7.0%,主要是由於公司持續升級迭代產品和解決方案,不斷完善產品矩陣,增強對更多場景的覆蓋,形成更廣泛的客户基礎。同時,我們緊密跟蹤行業趨勢和市場環境的變化,及時調整市場推廣策略和業務拓展重心,以在競爭中保持領先優勢。此外,強大的客户黏性確保了其他收入來源的持續穩定收入貢獻。持續穩定的客户復購及新客户渠道的快速發展乃收入增長的雙重驅動力。下表載列我們於所示年度按產品類別劃分的總收入明細:",1
nearest_title,我們自五個業務分部賺取收入:(i)文娛;(ii)遊戲;(iii)通信;(iv)生活服務;及(v)企業福利。下表載列於2025年及2024年按分部劃分的收入:,1
nearest_title,"截至2023年12月31日止年度,本集團有關銷售自有藥品的業務於綜合損益表中呈列為已終止經營業務。以下分部業績不包括來自該等已終止經營業務的任何金額(於附註17單獨披露)。",1
nearest_title,截至2023年及2024年12月31日止年度不同收入來源的收入明細如下:,1
nearest_title,截至2024年12月31日及2023年12月31日止十二個月按產品類型劃分的收入明細載列如下:,1
nearest_title,"截至2024年及2023年12月31日止年度,本集團按類別劃分的收入分析如下:",1
nearest_title,"截至2024年及2023年12月31日止年度的收益如下:本集團視本身為「開發與授權業務」安排的代理人,並按淨額基準將收益列賬;而本集團視本身為「綜合遊戲發行及運營業務」安排的主要負責人,並按總額基準將收益列賬。",1
nearest_title,截至2024年及2025年12月31日止年度不同收入來源的收入明細如下:,1
nearest_title,截至2024年及2025年12月31日止年度的收入如下:,1
nearest_title,"截至2025年12月31日及2024年6月30日止六個月,就資源分配及分部表現評估提供予本集團最高級行政管理人員有關本集團可呈報分部的資料載列如下。",1
nearest_title,截至2025年12月31日止年度,1
nearest_title,"截至2025年12月31日止年度,分部業績如下:",1
nearest_title,"截至2025年12月31日止年度,我們的總收入約為人民幣6,889.0百萬元,較截至2024年12月31日止年度的約人民幣5,091.5百萬元增加約35.3%,主要源於用户規模與商業化效能的快速發展,核心產品付費率顯著提升,同時創新業務積極佈局,豐富業態。下表載列所示年度我們按分部劃分的收入明細:",1
nearest_title,"截至2025年12月31日止年度,本集團產生來自客户合約的收入人民幣13,041.5百萬元。本集團產生之收入來自(i)醫藥產品銷售;(ii)授權費收入;及(iii)研發服務費收入。下表載列所示年度來自客户合約的收入的組成部分:",1
nearest_title,截至2025年12月31日止年度之分部資料呈列如下:,1
nearest_title,截至2025年12月31日止年度業績公告,1
nearest_title,截至2025年12月31日止年度的分部業績:,1
nearest_title,截至2025年12月31日止年度的損益分部信息呈報如下:,1
nearest_title,截至2025年12月31日止年度的業務分部資料如下:,1
nearest_title,"截至2025年及2024年12月31日止年度,就分配資源及評估分部表現向本集團最高級行政管理人員(亦為本公司執行董事)提供有關本集團可呈報分部的資料載列如下。",1
nearest_title,"截至2025年及2024年12月31日止年度,就可呈報分部向本集團最高行政管理人員提供的分部資料如下:",1
nearest_title,"截至2025年及2024年12月31日止年度,就資源分配及評估分部表現而言,向本集團高級執行管理人員提供有關本集團可呈報分部的資料載列如下:",1
nearest_title,"截至2025年及2024年12月31日止年度,按收益確認時間劃分的客户合約收益細分及就分配資源及評估分部表現向本集團最高層行政管理人員提供的本集團可報告分部的資料載列如下。",1
nearest_title,"截至2025年及2024年12月31日止年度,提供予首席經營決策人之呈報分部的分部資料如下:",1
nearest_title,"截至2025年及2024年12月31日止年度,本集團按類別劃分的收入分析如下:",1
nearest_title,截至2025年及2024年12月31日止年度之分部業績呈列如下:,1
nearest_title,截至2025年及2024年12月31日止年度向我們的主要經營決策者提供的報告分部的分部資料如下:,1
nearest_title,截至2025年及2024年12月31日止年度向本集團最高行政管理人員提供以供分配資源及評估分部表現的有關本集團須予報告分部資料列載如下。,1
nearest_title,截至2025年及2024年12月31日止年度按各重大類別劃分之於損益確認的客户合約收益分類如下:,1
nearest_title,截至2025年及2024年12月31日止年度本集團按類別劃分的收入分析如下:,1
nearest_title,截至2025年及2024年12月31日止年度的收入如下:,1
nearest_title,截至2025年及2024年12月31日止年度的收入明細如下:,1
nearest_title,截至二〇二四年及二〇二三年十二月三十一日止年度本集團的營業收入按類別分析如下:,1
nearest_title,截至二零二五十二月三十一日止年度的分部業績如下:,1
nearest_title,截至二零二五年十二月三十一日止六個月之分部收入及業績:,1
nearest_title,截至二零二五年十二月三十一日止六個月之分部收益及業績呈列如下:,1
nearest_title,截至二零二五年十二月三十一日止六個月提供給首席經營決策者之可呈列報告分部資料如下:,1
nearest_title,"截至二零二五年十二月三十一日止年度(「報告期」)內,本集團錄得營業額約人民幣410,475,000元,較去年同期增加約4.65%。營業額主要來自於本集團主營業務包括電力直流產品(「電力直流系統產品」或「電力直流產品」)、電動汽車充電設備及電動汽車充電服務等若干產品。下表列示本集團不同產品組別於截至二零二五年及二零二四年十二月三十一日止年度之營業額:",1
nearest_title,"截至二零二五年十二月三十一日止年度,本集團的收益約為人民幣558,223,000元,較截至二零二四年十二月三十一日止年度約人民幣505,436,000元增加約人民幣52,787,000元或10.4%。該項增加主要原因為市場需求在回顧年度期間相對截至二零二四年十二月三十一日止年度趨向復甦而有所增加所致。線下業務之收益約為人民幣323,983,000元,比去年的約人民幣290,161,000元增加約人民幣33,822,000元或11.7%。線上業務之收益約為人民幣228,738,000元,比去年的約人民幣209,636,000元增加約人民幣19,102,000元或9.1%。直接經營店舖之收益約為人民幣4,790,000元,比去年的約人民幣4,460,000元增加約人民幣330,000元或7.4%。於二零二五年十二月三十一日,本集團分別有1,307間特許加盟店舖及4間直接經營店舖,而於二零二四年十二月三十一日,本集團則分別有1,250間特許加盟店舖及4間直接經營店舖。加盟費收入約為人民幣712,000元,與去年的約人民幣1,179,000元相比,減少約人民幣467,000元或39.6%。",1
nearest_title,截至二零二五年十二月三十一日止年度之分部業績如下:,1
nearest_title,截至二零二五年十二月三十一日止年度之分部資料如下:,1
nearest_title,截至二零二五年十二月三十一日止年度及於該日之分類資料如下:,1
nearest_title,截至二零二五年十二月三十一日止年度的分部業績如下:,1
nearest_title,截至二零二五年十二月三十一日止年度的經營分部資料:,1
nearest_title,"截至二零二五年及二零二四年十二月三十一日止年度,就資源分配及分部表現評估而向本集團首席營運決策人提供之本集團可呈報分部資料載列如下:",1
nearest_title,"截至二零二五年及二零二四年十二月三十一日止年度,所有收益來自中國。",1
nearest_title,"截至二零二五年及二零二四年十二月三十一日止年度,按業務分部及本集團整體之綜合收益如下:",1
nearest_title,"截至二零二五年及二零二四年十二月三十一日止年度,提供予本集團最高級行政管理人員作資源分配和評估分部表現的本集團可呈報分部資料載列如下:",1
nearest_title,"截至二零二五年及二零二四年十二月三十一日止年度,提供予管理層有關可報告分部之分部資料如下:",1
nearest_title,截至二零二五年及二零二四年十二月三十一日止年度按服務類型劃分的收入如下:,1
nearest_title,"截至二零二四年及二零二三年十二月三十一日止年度,執行董事獲提供的分部資料如下:",1
nearest_title,"截至二零二四年及二零二三年十二月三十一日止年度,提供予本集團最高級行政管理人員作資源分配和評估分部表現的本集團可呈報分部資料載列如下:",1
nearest_title,"截至二零二四年及二零二五年十二月三十一日止年度,我們的所有收益均源自位於中國的客户。下表載列我們於截至二零二四年及二零二五年十二月三十一日止年度按業務分部劃分的收益明細:",1
nearest_title,"所有收益合約為期一年或以內。按香港財務報告準則第15號所允許者,分配至該等未履行合約的交易價格不作披露。",1
nearest_title,持續經營活動的收益和其他收益分析如下:,1
nearest_title,按主要服務線劃分的客户合約收入分拆如下:,1
nearest_title,按主要服務線劃分的客户合約收益分拆如下:,1
nearest_title,按主要業務線對收入的劃分如下:,1
nearest_title,按主要產品分類:,1
nearest_title,按主要產品劃分之客户合約收入分拆如下:,1
nearest_title,按主要產品劃分來自客户合約的收入分列如下:,1
nearest_title,按主要產品劃分的客户合約收益分拆如下:,1
nearest_title,按主要產品劃分的客户合約收益如下:,1
nearest_title,按主要產品劃分的客户合約收益明細如下:,1
nearest_title,按主要產品及服務範圍劃分的客户合約收益如下:,1
nearest_title,按主要產品或服務劃分之客户如下:,1
nearest_title,按主要產品或服務系列分類,1
nearest_title,按主要產品或服務線、客户所在地及收入確認時間分類的客户合約收入明細如下:,1
nearest_title,按主要產品或服務線劃分之收入明細如下:,1
nearest_title,按主要產品或服務線劃分的來自客户合約的收益分析載列如下:,1
nearest_title,按主要產品或服務線劃分的客户合約收入劃分如下:,1
nearest_title,按主要產品或服務線劃分的客户合約收益如下:,1
nearest_title,按主要產品或服務線劃分的細分:,1
nearest_title,按主要產品或服務線及收入確認時間劃分之客户合約收入劃分如下:,1
nearest_title,按主要產品或服務項目劃分的客户合約收益分類如下:,1
nearest_title,按主要產品或服務類別劃分的客户合約收入分類載列如下:,1
nearest_title,按主要產品線分拆客户合約收益如下:,1
